iter	Passed	Remaining
412	3255	4627
413	3263	4619
414	3272	4612
415	3279	4603
416	3287	4595
417	3294	4586
418	3301	4578
419	3309	4570
420	3317	4562
421	3325	4554
422	3332	4545
423	3341	4538
424	3350	4533
425	3359	4526
426	3366	4517
427	3373	4508
428	3379	4498
429	3387	4490
430	3394	4480
431	3401	4471
432	3406	4461
433	3412	4450
434	3420	4442
435	3426	4432
436	3433	4424
437	3440	4414
438	3448	4407
439	3455	4397
440	3463	4390
441	3470	4380
442	3476	4370
443	3484	4363
444	3490	4353
445	3497	4344
446	3504	4335
447	3510	4325
448	3518	4317
449	3524	4308
450	3533	4301
451	3539	4291
452	3546	4282
453	3553	4273
454	3560	4264
455	3568	4256
456	3574	4247
457	3583	4240
458	3589	4230
459	3598	4224
460	3604	4214
461	3612	4206
462	3618	4196
463	3625	4187
464	3632	4179
465	3639	4170
466	3646	4162
467	3652	4152
468	3660	4144
469	3666	4134
470	3672	4125
471	3680	4117
472	3686	4107
473	3694	4100
474	3701	4091
475	3709	4083
476	3715	4073
477	3721	4064
478	3729	4056
479	3736	4047
480	3743	4038
481	3749	4029
482	3756	4020
483	3763	4012
484	3770	4003
485	3778	3995
486	3784	3986
487	3791	3978
488	3798	3969
489	3805	3960
490	3811	3951
491	3818	3942
492	3826	3934
493	3832	3925
494	3839	3916
495	3845	3907
496	3851	3897
497	3858	3889
498	3864	3879
499	3871	3871
500	3876	3861
501	3882	3851
502	3889	3843
503	3895	3833
504	3901	3824
505	3909	3816
506	3914	3806
507	3921	3798
508	3927	3788
509	3933	3778
510	3940	3770
511	3945	3760
512	3952	3751
513	3958	3742
514	3964	3733
515	3971	3725
516	3977	3715
517	3983	3707
518	3990	3698
519	3996	3688
520	4004	3681
521	4010	3672
522	4017	3664
523	4023	3655
524	4029	3645
525	4043	3643
526	4049	3634
527	4055	3625
528	4061	3615
529	4067	3607
530	4073	3597
531	4078	3587
532	4085	3580
533	4091	3570
534	4098	3561
535	4104	3552
536	4110	3543
537	4117	3535
538	4122	3526
539	4128	3516
540	4135	3508
541	4141	3499
542	4147	3490
543	4154	3482
544	4159	3472
545	4167	3465
546	4172	3455
547	4179	3447
548	4185	3438
549	4190	3428
550	4198	3421
551	4203	3411
552	4209	3402
553	4216	3394
554	4222	3385
555	4228	3377
556	4234	3368
557	4240	3359
558	4248	3351
559	4253	3342
560	4260	3333
561	4266	3324
562	4271	3315
563	4278	3307
564	4285	3299
565	4290	3290
566	4297	3282
567	4303	3273
568	4310	3265
569	4316	3256
570	4322	3247
571	4329	3239
572	4334	3230
573	4341	3221
574	4348	3213
575	4354	3205
576	4363	3199
577	4371	3191
578	4379	3184
579	4386	3176
580	4394	3169
581	4399	3160
582	4405	3151
583	4412	3143
584	4418	3134
585	4425	3126
586	4431	3117
587	4436	3108
588	4444	3101
589	4449	3092
590	4456	3084
591	4462	3075
592	4467	3066
593	4475	3058
594	4481	3050
595	4487	3041
596	4493	3033
597	4498	3024
598	4505	3016
599	4510	3007
600	4516	2998
601	4523	2990
602	4529	2981
603	4535	2973
604	4542	2965
605	4548	2957
606	4555	2949
607	4561	2940
608	4568	2932
609	4574	2924
610	4579	2915
611	4586	2907
612	4592	2899
613	4597	2890
614	4605	2882
615	4610	2874
616	4617	2866
617	4623	2857
618	4628	2848
619	4635	2841
620	4641	2832
621	4646	2824
622	4654	2816
623	4659	2807
624	4666	2799
625	4672	2791
626	4679	2783
627	4687	2776
628	4692	2767
629	4699	2760
630	4705	2751
631	4710	2742
632	4718	2735
633	4723	2726
634	4730	2719
635	4737	2711
636	4743	2703
637	4751	2695
638	4756	2687
639	4763	2679
640	4769	2671
641	4775	2662
642	4782	2655
643	4787	2646
644	4793	2638
645	4801	2630
646	4806	2622
647	4813	2614
648	4819	2606
649	4824	2597
650	4832	2590
651	4837	2582
652	4843	2573
653	4850	2566
654	4855	2557
655	4862	2550
656	4869	2542
657	4875	2533
658	4882	2526
659	4887	2517
660	4894	2510
661	4900	2501
662	4905	2493
663	4912	2485
664	4918	2477
665	4925	2470
666	4931	2462
667	4938	2454
668	4944	2446
669	4949	2437
670	4957	2430
671	4962	2422
672	4969	2414
673	4976	2406
674	4981	2398
675	4988	2391
676	4994	2382
677	5000	2375
678	5007	2367
679	5013	2359
680	5020	2351
681	5026	2343
682	5031	2335
683	5039	2328
684	5044	2319
685	5051	2312
686	5057	2304
687	5063	2296
688	5071	2288
689	5076	2280
690	5083	2273
691	5089	2265
692	5094	2257
693	5101	2249
694	5107	2241
695	5112	2233
696	5119	2225
697	5126	2217
698	5133	2210
699	5139	2202
700	5145	2194
701	5152	2187
702	5158	2179
703	5165	2172
704	5171	2164
705	5177	2155
706	5184	2148
707	5189	2140
708	5195	2132
709	5202	2124
710	5207	2116
711	5213	2108
712	5219	2100
713	5224	2092
714	5231	2085
715	5237	2077
716	5243	2069
717	5250	2061
718	5255	2053
719	5261	2046
720	5267	2038
721	5273	2030
722	5279	2022
723	5285	2014
724	5290	2006
725	5298	1999
726	5304	1991
727	5312	1984
728	5318	1977
729	5325	1969
730	5332	1962
731	5338	1954
732	5346	1947
733	5352	1939
734	5362	1933
735	5369	1926
736	5378	1919
737	5384	1911
738	5392	1904
739	5399	1897
740	5405	1889
741	5412	1882
742	5419	1874
743	5426	1867
744	5432	1859
745	5437	1851
746	5444	1844
747	5450	1836
748	5456	1828
749	5462	1820
750	5468	1813
751	5475	1805
752	5481	1797
753	5486	1790
754	5494	1782
755	5499	1775
756	5506	1767
757	5512	1759
758	5517	1751
759	5524	1744
760	5529	1736
761	5535	1728
762	5543	1721
763	5548	1713
764	5555	1706
765	5561	1699
766	5567	1691
767	5574	1683
768	5579	1676
769	5585	1668
770	5592	1661
771	5597	1653
772	5604	1645
773	5610	1638
774	5615	1630
775	5622	1623
776	5628	1615
777	5633	1607
778	5640	1600
779	5646	1592
780	5652	1584
781	5658	1577
782	5664	1569
783	5670	1562
784	5676	1554
785	5681	1546
786	5688	1539
787	5694	1531
788	5700	1524
789	5706	1517
790	5712	1509
791	5719	1502
792	5725	1494
793	5730	1486
794	5738	1479
795	5743	1472
796	5750	1464
797	5756	1457
798	5761	1449
799	5768	1442
800	5774	1434
801	5779	1426
802	5786	1419
803	5792	1411
804	5798	1404
805	5805	1397
806	5811	1389
807	5818	1382
808	5824	1375
809	5831	1367
810	5837	1360
811	5843	1352
812	5850	1345
813	5856	1338
814	5861	1330
815	5868	1323
816	5874	1315
817	5880	1308
818	5886	1301
819	5892	1293
820	5899	1286
821	5904	1278
822	5910	1271
823	5917	1263
824	5922	1256
825	5929	1249
826	5935	1241
827	5941	1234
828	5948	1227
829	5954	1219
830	5961	1212
831	5967	1204
832	5972	1197
833	5979	1190
834	5985	1182
835	5991	1175
836	5998	1168
837	6003	1160
838	6010	1153
839	6016	1146
840	6022	1138
841	6030	1131
842	6036	1124
843	6043	1117
844	6050	1109
845	6056	1102
846	6063	1095
847	6069	1087
848	6076	1080
849	6082	1073
850	6088	1065
851	6095	1058
852	6101	1051
853	6107	1044
854	6113	1036
855	6119	1029
856	6126	1022
857	6132	1014
858	6137	1007
859	6144	1000
860	6149	992
861	6154	985
862	6161	978
863	6166	970
864	6172	963
865	6177	955
866	6183	948
867	6189	941
868	6195	933
869	6201	926
870	6207	919
871	6213	912
872	6219	904
873	6226	897
874	6231	890
875	6237	882
876	6243	875
877	6248	868
878	6255	861
879	6261	853
880	6268	846
881	6273	839
882	6278	831
883	6285	824
884	6290	817
885	6297	810
886	6302	802
887	6307	795
888	6314	788
889	6319	781
890	6324	773
891	6332	766
892	6338	759
893	6343	752
894	6351	745
895	6358	737
896	6365	730
897	6372	723
898	6379	716
899	6385	709
900	6391	702
901	6398	695
902	6404	687
903	6410	680
904	6416	673
905	6421	666
906	6428	659
907	6434	651
908	6439	644
909	6446	637
910	6451	630
911	6456	623
912	6463	615
913	6468	608
914	6474	601
915	6480	594
916	6486	587
917	6492	579
918	6498	572
919	6503	565
920	6510	558
921	6516	551
922	6521	544
923	6528	536
924	6533	529
925	6540	522
926	6546	515
927	6551	508
928	6558	501
929	6563	494
930	6568	486
931	6574	479
932	6579	472
933	6585	465
934	6592	458
935	6597	451
936	6601	443
937	6608	436
938	6613	429
939	6619	422
940	6626	415
941	6631	408
942	6637	401
943	6643	394
944	6648	386
945	6655	379
946	6660	372
947	6665	365
948	6672	358
949	6678	351
950	6683	344
951	6690	337
952	6710	330
953	6720	324
954	6730	317
955	6743	310
956	6758	303
957	6764	296
958	6773	289
959	6782	282
960	6791	275
961	6797	268
962	6804	261
963	6810	254
964	6815	247
965	6822	240
966	6827	233
967	6834	225
968	6840	218
969	6846	211
970	6853	204
971	6858	197
972	6864	190
973	6871	183
974	6876	176
975	6883	169
976	6889	162
977	6894	155
978	6901	148
979	6907	140
980	6912	133
981	6920	126
982	6925	119
983	6932	112
984	6938	105
985	6944	98
986	6951	91
987	6957	84
988	6963	77
989	6969	70
990	6975	63
991	6982	56
992	6988	49
993	6994	42
994	7001	35
995	7007	28
996	7014	21
997	7019	14
998	7024	7
999	7031	0
